userId,transactionId
bb71b63f-348a-45d4-93af-21af49e36c8b,6022ad69-4ece-452a-8e37-5d4863e1a317
bb71b63f-348a-45d4-93af-21af49e36c8b,56907d38-d7d7-4e5e-8dd2-b95853ed1de2
bb71b63f-348a-45d4-93af-21af49e36c8b,f602be7e-6765-4f1c-8f22-0ea89375b363
bb71b63f-348a-45d4-93af-21af49e36c8b,6d5cba98-59af-4957-acb9-ff839a4f4416
5f3613da-a6d2-4b8f-8bfa-f590dcf3fd41,1f65364b-f784-4894-8fe0-474487b58952
5f3613da-a6d2-4b8f-8bfa-f590dcf3fd41,d9f3cad3-766d-4537-afa6-edaa21fd19a9
5f3613da-a6d2-4b8f-8bfa-f590dcf3fd41,e4831c93-04e8-4ae3-806b-6f6c52973b82
5f3613da-a6d2-4b8f-8bfa-f590dcf3fd41,acc304eb-6866-4360-bb09-d79d8839d739
899fe705-f36f-47a0-b66c-baa24b17c46f,55b3f911-12a8-43a3-a4c3-6468f742bad0
899fe705-f36f-47a0-b66c-baa24b17c46f,dc71e54b-fbdf-47e9-83e5-3a1345b1ccf3
899fe705-f36f-47a0-b66c-baa24b17c46f,329db8a7-543f-446d-a619-4d77ceea78e7
899fe705-f36f-47a0-b66c-baa24b17c46f,5d61e669-ea96-4857-a8ec-01f99a2cdbdb
899fe705-f36f-47a0-b66c-baa24b17c46f,76d2b92f-a234-473e-87da-2228bd180847
899fe705-f36f-47a0-b66c-baa24b17c46f,7ba8a220-47d9-4d83-87e4-974b5f365e95
899fe705-f36f-47a0-b66c-baa24b17c46f,c4a38a74-cd05-477d-8a53-373bae2e3331
d064ca74-2b5c-4daf-bb48-94cac11ce84f,d0358513-f954-4720-b564-2cd3debda06d
d064ca74-2b5c-4daf-bb48-94cac11ce84f,943b9f96-0fa7-4dbe-a83a-eafea8039c46
d064ca74-2b5c-4daf-bb48-94cac11ce84f,4c7968ed-a84f-458d-a39a-1f6b3a60201f
4bf7d435-7b00-4bbb-bfa7-624235d3e9e1,7f46e296-b16b-4044-b253-36ba44b86b57
4bf7d435-7b00-4bbb-bfa7-624235d3e9e1,62822c2e-e33e-4c82-bd28-c86231bb569a
1c587b51-c70f-473c-b4b2-1e9f05ed6410,a6edb041-8098-4082-8410-e1bc21126509
1c587b51-c70f-473c-b4b2-1e9f05ed6410,8cbd3ad4-9a28-4d5a-9ee6-c663bb38eae9
61a603fd-ceea-4fb8-af17-eee85a426215,28b1eaf4-e180-43db-9a65-6e870cfaf30b
61a603fd-ceea-4fb8-af17-eee85a426215,9d595653-9979-476a-83ef-386a6899e020
61a603fd-ceea-4fb8-af17-eee85a426215,b2fc5059-fc85-4493-9ec7-78d34fd5a604
61a603fd-ceea-4fb8-af17-eee85a426215,2d6e0cf9-9c52-49b4-97ca-30da0dfc86fe
61a603fd-ceea-4fb8-af17-eee85a426215,76841027-bbe7-4074-bbb8-43eb4e7a74e5
61a603fd-ceea-4fb8-af17-eee85a426215,4d19d515-110a-4cab-b546-93bbb4830bb5
1d647d15-57dd-43a2-9083-ce1a7ff3ed7b,68048851-b7ed-44d5-9c97-acc08e72c1ea
1d647d15-57dd-43a2-9083-ce1a7ff3ed7b,091e8205-f178-4400-9ef6-eebc40a48866
1d647d15-57dd-43a2-9083-ce1a7ff3ed7b,6cfd9909-97cc-4714-be4e-cf8b636bf135
1d647d15-57dd-43a2-9083-ce1a7ff3ed7b,fa143004-e148-4aad-ad55-2752f84a1bca
1d647d15-57dd-43a2-9083-ce1a7ff3ed7b,2a31234f-e9c3-4f1a-ab48-9afeb6072665
1d647d15-57dd-43a2-9083-ce1a7ff3ed7b,76f3f868-cdca-4143-92bd-56282b9bcb76
1d647d15-57dd-43a2-9083-ce1a7ff3ed7b,fb3a5ebf-3088-4e5e-954c-a0f3f439363c
1fab95f8-bc6a-462a-bba3-0173272522ff,b9299220-3b1d-4493-9884-5c1b45eb865f
1fab95f8-bc6a-462a-bba3-0173272522ff,d67ba1f7-eee9-4780-8f7b-a600687d8ec8
1fab95f8-bc6a-462a-bba3-0173272522ff,2a077fdb-996e-4bb8-bf74-cca173fad20b
1fab95f8-bc6a-462a-bba3-0173272522ff,b9d09c6e-515e-4b8b-9bea-248d65894f53
2062bc20-549f-4585-baee-345d5ccee47f,628b8615-e6c5-4996-8588-e36a3b6ca942
e68d2d07-9552-430d-9366-8f4ed0649349,eb3c0705-355c-4079-98be-9149a858c527
e68d2d07-9552-430d-9366-8f4ed0649349,6f4352cf-4d7e-4abf-a836-081fb4f5cfcb
e854f3ef-85a8-4d29-a696-e4480fe2f528,5fa9063f-966a-4474-b8a2-bc84be6e8df6
e854f3ef-85a8-4d29-a696-e4480fe2f528,1f83aa16-51f4-4892-8dad-bf28df9640b6
e854f3ef-85a8-4d29-a696-e4480fe2f528,9b571f7b-4efc-4249-b891-e54380a7e290
e854f3ef-85a8-4d29-a696-e4480fe2f528,4c64f1c1-7e2e-41d6-8794-4faa5be57135
904ddc14-ddcb-48bf-b143-5c2485b25682,da1e87fa-d909-4f5a-b3ed-b2b0011e8058
904ddc14-ddcb-48bf-b143-5c2485b25682,89564e26-1b8b-411e-9659-35eb9ac0c959
904ddc14-ddcb-48bf-b143-5c2485b25682,79ebb872-2139-4c87-93ee-83ebe300963a
904ddc14-ddcb-48bf-b143-5c2485b25682,1768b064-cf2c-4a47-aa2c-d2fe02a9fbdc
904ddc14-ddcb-48bf-b143-5c2485b25682,9ed26c2b-54c6-4536-8322-aa8a4505e8a3
76b71c62-f2c1-4a12-8469-7936d9ec0b55,ada76180-95f5-4bc3-8ddf-9495a2a63bbd
76b71c62-f2c1-4a12-8469-7936d9ec0b55,17a68dd6-eb87-48c3-bbf0-b79c2113427a
76b71c62-f2c1-4a12-8469-7936d9ec0b55,38297256-503f-46ff-b769-73e9565ec700
76b71c62-f2c1-4a12-8469-7936d9ec0b55,ae8f6a0c-e8b2-483c-9810-d913a6e17256
76b71c62-f2c1-4a12-8469-7936d9ec0b55,7433418b-bda3-4faa-9ffa-5a06ae999277
76b71c62-f2c1-4a12-8469-7936d9ec0b55,f651c8d7-109a-474b-b2aa-3ae7c7c2b22c
2a5c832a-f618-4c83-a688-1d0a6d66293f,2eea52da-a6d7-44f1-8d06-7250701a7fc4
2a5c832a-f618-4c83-a688-1d0a6d66293f,761db539-f1a3-4d15-9b41-aeaf4996d9a7
2a5c832a-f618-4c83-a688-1d0a6d66293f,60c6d63b-e989-4658-b46c-111896bd3fb6
2a5c832a-f618-4c83-a688-1d0a6d66293f,7b41e507-66f7-495a-8b64-6f3e4891d3c7
2a5c832a-f618-4c83-a688-1d0a6d66293f,5281bdde-4f50-433e-aa7a-83250ce4bcef
2a5c832a-f618-4c83-a688-1d0a6d66293f,e37e6c50-9e22-4850-be75-3547dd919923
e4cdcd6f-b489-4d27-9c46-e47f01a97ce2,c8a53645-8636-4192-a911-f3e42134f4f1
76a34fe5-e741-4ee5-bf37-41602427a793,40b0c041-aee2-4cfc-b26b-fdec2932bac2
76a34fe5-e741-4ee5-bf37-41602427a793,05dff4ec-492d-4c6d-bf8f-dc7101605777
76a34fe5-e741-4ee5-bf37-41602427a793,f70d438b-709f-400e-8b36-62f4541f7972
e509bb20-316c-42ea-a209-a32d62d2897d,67c956a2-f173-41bd-8f44-2f07af156746
